IDRSSD,RCFD2143,RCFD2150,RCFD2651,RCFD3163,RCFD3164,RCFD3190,RCFD4088,RCFD6164,RCFD6165,RCFDA590,RCFDB569,RCFDB570,RCFDB571,RCFDF055,RCFDF056,RCFDF057,RCFDF058,RCFDF059,RCFDF060,RCFDF061,RCFDF062,RCFDF063,RCFDF065,RCFDJA29,RCFDJF76,RCFDK192,RCFDK193,RCFDK194,RCFN5513,RCON2143,RCON2150,RCON2651,RCON3163,RCON3164,RCON3190,RCON4088,RCON5508,RCON5509,RCON5510,RCON5511,RCON5512,RCON6164,RCON6165,RCONA590,RCONB569,RCONB570,RCONB571,RCONF055,RCONF056,RCONF057,RCONF058,RCONF059,RCONF060,RCONF061,RCONF062,RCONF063,RCONF064,RCONF065,RCONG463,RCONG464,RCONJA29,RCONJF76,RCONK192,RCONK193,RCONK194,RCONL133,RCONL135,RCONLG26,RCONLG27,RCONLG28,RCONLL57,RCONLL59,RCONLL60,RCONMM07,RCONMQ52,RCONN523,RCONN524,TE01N528,TE01N529,TE02N528,TE02N529,TE03N528,TE03N529,TE04N528,TE04N529,TE05N528,TE05N529,TE06N528,TE06N529,TE07N528,TE08N528,TE09N528,TE10N528,TEXT4087,
45038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1000,0,0,2420,,0,0,0,0,0,506,0,0,true,0,0,1000,1000,420,0,0,0,0,0,0,0,0,true,false,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.statebankofdavis.com,
45056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,47,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.pvbonline.com,
45430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,140,3000,0,0,8000,,0,0,140,0,0,1500,2,0,,,0,3000,5000,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.johnsoncountybank.com,
45458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799,0,2500,429,0,23766,,0,0,0,0,0,4249,2,0,,,3000,2500,6278,9034,2954,8500,3000,0,0,0,0,3000,,,0,370,,,,,,1,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.vintagebankks.com,
45551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6635,0,25000,6514,0,75000,,0,0,0,0,0,2127,1,0,,,0,25000,25000,25000,0,0,0,0,0,0,0,0,,,,121,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,bankmidwest.com,
45560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,95,0,2011,0,125000,,95,0,0,0,0,21335,8,0,false,0,125000,0,0,0,0,0,125000,0,0,0,0,125000,false,false,4000,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.jeffersonbank.com,
45775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9000,0,0,16286,,0,0,0,0,0,397,0,0,,,0,9000,4000,2000,0,0,0,0,0,1286,0,1286,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.iwsb.com,
46053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713,275,0,0,713,0,,0,0,275,0,0,1442,1,713,,,0,0,0,0,0,0,0,0,0,0,0,0,,,33,0,,,,,,1,28,0,0,0,0,,,,,www.tsbf.mobi,,,,,,,,,,,,,,,,www.tsbf.com,
46941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,64,0,0,455,,0,0,0,0,0,1174,1,0,,,0,64,106,88,197,0,0,0,0,0,0,0,,,222,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.yournxtbank.com,
47247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25619,0,0,3078,22541,18900,,0,0,0,0,0,4742,4,22541,true,0,0,0,3000,0,15900,18900,0,0,0,0,17000,0,true,false,,0,0,,,,,2,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.dart.bank,
47500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,0,0,0,180,51605,,0,0,0,0,0,503,0,180,,,0,0,11000,16237,24368,0,0,0,0,0,0,0,,,3331,43,,,,,,0,0,0,0,0,0,,,,,www.claremontsavings.com,,,,,,,,,,,,,,,,www.claremontsavings.bank,
48057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566,0,0,566,0,0,,0,0,0,0,0,686,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.prairiebankks.com,
48150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,400,,0,0,0,0,0,414,0,0,,,0,0,0,0,400,0,0,0,0,0,0,0,,,1,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.franklinstatebank.com,
48374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23535,4012,7000,21313,0,106000,,0,1959,0,0,2053,9350,2,0,,,60000,7000,39000,0,0,0,60000,0,0,0,0,60000,,,,2222,,,,,,1,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.ffb1.com,
48440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639,0,4000,0,639,14000,,0,0,0,0,0,102,0,639,,,0,4000,5000,5000,0,5000,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,www.csbonthego.com,,,,,,,,,,,,,,,,www.clevelandstate.bank,
49054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,0,18500,130,0,55168,,0,0,0,0,0,0,0,0,,,0,18500,18000,18600,0,0,0,45,5,18,0,68,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.cbmn.bank,
49148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,1010,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.rushvillestatebank.com/,
49241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7627,0,4,7153,0,4,,0,0,0,0,0,11659,3,0,,,0,4,0,0,0,0,0,0,0,0,0,0,,,0,474,,,,,,1,12,0,0,0,0,,,,,www.relyccx.com,,xpress.usremotedeposit.com/ct/?bid=112098110098,,www.relybank.com,,,,,,,,,,,,www.Rely.Bank,
49652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,500,3330,0,0,12870,,0,0,0,0,500,337,1,0,,,4000,3594,2520,2700,56,0,4000,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.first-bank.net,
49858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3480,0,0,3480,0,0,,0,0,0,0,0,443,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.bankofsouthtexas.com,
49951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4589,0,0,4558,0,0,,0,0,0,0,0,1506,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,31,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.thefirstsecuritybank.com,
50144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4900,0,0,4900,,0,0,0,0,0,1741,1,0,,,0,4900,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.medorabank.com,
50461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3880,0,0,0,0,,0,0,0,3660,220,35,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.calpacificbank.com,
51253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12092,1557,0,7575,0,100000,,75,0,1482,0,0,2482,2,0,false,0,0,0,22000,58000,20000,0,0,0,0,0,0,0,true,false,,4517,0,,,,,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://WWW.APEXBANK.COM,
51356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,63,0,0,0,0,,0,0,63,0,0,99,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
51459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1352,0,1265,1352,0,6265,,0,0,0,0,0,60,0,0,,,5000,1265,0,0,0,0,5000,0,0,0,0,5000,,,61,0,,,,,,0,0,0,0,0,0,,,,,www.kasasa.com,,www.intrafinetworkdeposits.com,,,,,,,,,,,,,,www.centerabank.com,
51842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,35000,,0,0,0,0,0,1012,0,0,false,0,30000,0,5000,0,0,0,30000,0,0,0,0,30000,true,false,12,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,WWW.FMUB.BANK,
52719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43233,0,0,0,0,0,,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,,43233,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.dtcc.com,
52951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,68,0,83,0,10000,,0,0,68,0,0,153,0,0,,,10000,0,0,0,0,0,10000,0,0,0,0,10000,,,0,0,,,,,,2,29,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.ssbok.com,
53051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,828,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.buckholtsbank.com,
54058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,66,2000,0,0,18000,true,0,0,0,0,66,1687,1,0,false,0,0,7000,11000,0,0,18000,0,0,0,0,0,0,true,false,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.bankoftescott.com,
54656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1259,96,0,0,0,163210,,96,0,0,0,0,6475,2,0,false,0,163210,0,0,0,0,0,163210,0,0,0,0,163210,true,false,,1259,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.citizensstatebanktx.com,
54973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7906,0,520000,0,7906,520000,,0,0,0,0,0,23171,2,17862,true,0,0,520000,0,0,0,0,0,0,0,0,0,0,false,false,0,0,0,,,1,true,20,1723,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.asbhawaii.com,
55336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12000,0,0,39813,,0,0,0,0,0,6459,3,0,,,25000,12000,0,0,0,0,25000,34,287,2492,0,27813,,,,0,,,,,,0,0,0,0,0,0,,,,,https://bankdataprocessing.com/metairiebank.com,,,,,,,,,,,,,,,,http://www.METAIRIEBANK.COM,
55635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,692,0,0,0,0,,692,0,0,0,0,1462,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.bankcbn.com,
55653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.fidelitytopeka.com,
55970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,0,22200,0,140,22600,,0,0,0,0,0,483,0,1669,,,0,22200,0,0,0,0,0,400,0,0,0,400,,,0,0,,,,1,true,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.evergreenfederal.bank,
56258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,13000,,0,0,0,0,0,7402,4,0,,,13000,0,0,0,0,0,13000,0,0,0,0,13000,,,,0,,,,,,1,172,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.cbhutch.com,
56351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34418,127,0,31549,0,0,,19,0,0,0,108,2567,1,0,true,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,0,2869,0,,,,,3,78,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.verabank.com,
56548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2158,0,0,0,2158,154000,,0,0,0,0,0,368,0,2158,,,20000,0,0,134000,0,134000,20000,0,0,0,0,20000,,,4,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.deforestbank.com,
56717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685,224,21116,0,685,36027,,0,0,224,0,0,2886,2,685,,,0,21116,6010,8901,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.thedime.bank,
57451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,14000,0,0,47000,,0,0,0,0,0,1726,1,0,,,0,14000,17200,5800,10000,15000,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.dairystatebank.com,
58225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4006,247,0,2402,0,71,,215,0,32,0,0,2865,3,0,,,0,0,0,0,71,0,0,0,0,0,0,0,,,,1604,,,,,,0,0,0,0,0,0,,,,,www.qwickrate.com,,,,,,,,,,,,,,,,www.fbsc.com,
58243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45637,0,160550,14034,31603,383550,,0,0,0,0,0,17462,7,31603,true,0,100000,160550,23000,100000,0,0,100000,0,0,0,0,0,true,true,0,0,0,,,,,3,98,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.johnsonfinancialgroup.com,
58355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,0,0,305,0,0,,0,0,0,0,0,300,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.vantagebankmn.com,
58551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2572,31,0,2572,0,6131,,0,0,31,0,0,67,0,0,,,6131,0,0,0,0,0,6131,0,0,0,0,6131,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.ssbcheyenne.com,
58636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,0,0,207,0,0,,0,0,0,0,0,1383,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,76,0,,,,,,1,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,centurybank.net,
58757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2459,0,700,1841,0,27300,,0,0,0,0,0,7805,4,0,,,21000,700,4000,1000,600,0,21000,0,0,0,0,21000,,,13,618,,,,,,0,0,0,0,0,0,,,,,www.linkedin.com/company/KensingtonBank,,www.facebook.com/kensington-bank,,twitter.com/Sprout_KBank,,www.instagram.com/kensington_bank,,,,,,,,,,www.kensington.bank,
58971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,0,472000,0,136,1472000,,0,0,0,0,0,53400,8,1181,true,0,500000,472000,500000,0,0,0,500000,0,0,0,0,500000,true,true,,0,0,,,,,76,5438,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.watrust.com,
59316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29623,0,20000,29266,174,148087,,0,0,0,0,0,1473,1,529,,,60000,20000,45581,22506,0,0,60000,0,0,0,0,60000,,,0,183,,,,,,1,58,0,0,0,0,,,,,wayne.bank,Bank of Cooperstown,,Bank of the Finger Lakes,,,,,,,,,,,,,www.waynebank.com,
59352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,17197,5,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,4,267,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.cnbanktexas.com,
59370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4000,,0,0,0,0,0,1112,0,0,,,0,0,4000,0,0,0,0,0,0,0,0,0,,,7,0,,,,1,true,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.firstshorefederal.com,
59754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953,54,0,832,0,11847,,54,0,0,0,0,0,0,0,,,0,0,0,10000,0,0,0,0,0,1847,0,1847,,,0,121,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.method.bank,
60143,696000,0,2243000,696000,0,6535000,,636000,3,0,true,0,499000,2243000,1967000,976000,0,0,499000,850000,0,0,0,45000,0,0,,,0,,,,,,6535000,,0,0,0,0,0,,,,,,,,,,,,,,,,0,,true,true,,,,,,,,144,15000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.comerica.com,
60330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5921,0,0,4717,0,62,,0,0,0,0,0,5313,5,0,false,0,0,0,0,0,0,0,0,62,0,0,0,62,true,false,,1204,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.peoplesbankal.com,
60545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7000,0,0,12000,,0,0,0,0,0,95,0,0,,,0,7000,5000,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.hometrustbank.com,
60554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,1124,,0,0,0,0,0,20,0,0,,,2,2,0,0,813,0,2,53,254,0,339,309,,,2,0,,,,,,0,0,0,0,0,0,,,,,www.fsbminnesotaonlinebanking.com,,,,,,,,,,,,,,,,www.fsbminnesota.com,
60648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,0,0,0,382,0,,0,0,0,0,0,421,0,382,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.fnb-bank.com,
61122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12562,2978,40000,11004,624,80000,,2698,0,280,0,0,5071,2,1393,true,0,40000,40000,0,0,0,0,40000,0,0,0,0,40000,false,false,0,934,0,,,,,2,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,https://www.mybank.com,
61355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12782,205,0,5210,7572,25000,,0,0,0,0,205,17525,2,9075,,,0,0,25000,0,0,0,0,0,0,0,0,0,,,,0,,,,,,1,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.cortrustbank.com,
61476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102337,0,52285,85018,1377,127059,,0,0,0,0,0,0,0,1377,,,0,52285,17500,57274,0,0,0,0,0,0,0,0,,,0,15942,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.abingtonbank.com,
61757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4713,0,0,4307,0,0,,0,0,0,0,0,774,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,,406,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.logbank.com,
61832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,2109,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.fnbmd.com,
