"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
	CHG-OFFS ON LNS SECURED BY FARMLAND	RECVRS ON LNS SECURED BY FARMLAND	CHG-OFFS ON LNS SECD BY MULTI-FAMILY	RECVRS ON LNS SECD BY MULTI-FMLY RES	CHG-OFF ON LS FINANCING RECEIVABLES	RECOV ON LEASE FINANCING RECEIVABLES	RECOVERIES CREDITED TO RESERVES	RECOVERIES ON C&I LOANS	RECOV ON C & I LNS-U.S. ADDRESSES	RECOV ON C & I LNS-NON-U.S. ADDRES	RECOV ON LNS TO FGN GOVTS & INST	RECOV ON ALL OTHER LOANS	LOSSES CHARGED TO RESERVE	CHARGE-OFFS ON C&I LOANS	CHG-OFFS ON LNS TO FGN GOVTS & INST	CHG-OFFS ON ALL OTHER LOANS	CHG-OFFS ON C&I LNS-U.S. ADDRESSES	CHG-OFFS ON C&I LNS-NON-U.S. ADDRES	CHRGE-OFFS ON R.E. LNS-NON U.S. ADDR	CHARGE-OFFS ON LOANS TO FARMERS	RECOV ON R.E. LOANS-NON U.S. ADDRESS	RECOVERIES ON LOANS TO FARMERS	CHG-OFFS OF LNS TO FINC COMMCL RE,CO	RECOVERS OF LNS TO FINC COMMCL RE,CO	CHG-OFFS OF RVLVG,OPEN-END LNS SECD	RECOVERS OF RVLVG,OPEN-END LNS SECD	CHRG-OFF ON LOANS IN FOREIGN OFFICES	RECVRS ON LOANS IN FOREIGN OFFICES	CHARGE-OFFS ON: CREDIT CARDS LOANS	RECOVERIES ON CREDIT CARDS LOANS	RCVRS ON CLSD-ED LNS:SECD FRST LIENS	RCVRS ON CLSD-ED LNS:SECURD JR LIENS	CHRG-OFFS CLSD-END:SECURED 1ST LIENS	CHRG-OFFS CLSD-END:SECURED JR LIENS	UNCOLLBLE CRED CRD FEE&FIN CHGS	CHARGE-OFFS ALL OTHR LEASE FNC RECVB	1-4 FAM RES CNSTRTN LN CHARGE-OFFS	1-4 FAM RES CNSTRTN LN RECOVERIES	OTHR CNSTRCTN LN & LAND DEV CHARGE-O	OTHR CNSTRCTN LN & LAND DEV RECOVERI	LN SCD BY OWNER-OCCPD NONFARM CHARGE	LN SCD BY OWNER-OCCPD NONFARM RECOVE	LN SCD BY OTHR NONFARM NONRES CHARGE	LN SCD BY OTHR NONFARM NONRES RECOVE	CHG-OFF LEASE TO IND FOR HOME & FAM 	LEASE TO IND FOR HOUSE & OTHR EXP RE	RECOVERIES ALL OTHR LEASE FNC RCVBL	CHRG OFF AUTO LN	RCVRY AUTO LN	CHARGE-OFFS ALL OTHER	RECOVERIES ALL OTHER	
2736451	0	199	0	0	0	0	347	1		0		52	302	147		83		0	0	0	0	0	0	0	0	0			16	11	16	2	24	0			0	0	0	26	0	26	1	0	0	0		1	1	30	13	
2736714	0	0	0	0	0	0	4	0				0	316	315		0				0		0	0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	0	0	0				0	0	1	1	
2737980	0	0	0	0	0	0	456	0		0		0	1189	0		3		0	0	0	0	0	0	0	518	0			0	0	69	0	101	152			415	367	0	0	0	20	0	0	0	0		0	0	0	0	
2743244	0	0	0	0	0	0	133	48		0		6	442	195		16		0	0	0	0	0	0	0	0	0			8	7	5	0	0	0			0	0	0	0	0	0	0	0	0	0		32	0	191	67	
2745426	0	0	0	0	0	0	14	9		0		0	11	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	11	5	
2745529	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2746245	0	0	0	0	0	0	8	4				0	145	85		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				30	1	30	3	
2747279	0	0	0	0	0	0	50	0				0	25	0		0							0	0	25	0			0	0	0	0	0	0			0	0	0	0	0	0	0	50				0	0	0	0	
2747466	0	0	0	0	0	0	13	0				1	271	69		201				200		1	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	12	0	0				0	0	1	0	
2747587	0	0	0	0	0	15	27	0				0	209	23		0				0		0	0	0	0	0			0	0	6	0	0	0			0	1	0	0	0	0	0	0				0	0	186	5	
2748502	0	0	0	0	0	0	52	9				0	191	3		0				0		0	0	0	0	0			0	0	0	0	6	151			0	31	0	0	0	0	0	0				23	1	8	11	
2753917	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2754222	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2756730	15	0	0	0	0	0	5	0				0	77	9		7				0		0	0	0	0	1			0	0	0	0	0	0			0	0	0	0	0	0	0	0				16	0	30	4	
2756909	0	0	0	0	0	0	84	24				0	2	0		0				0		0	0	0	0	60			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
2757205	0	0	0	0	0	0	1523	42		0		0	3688	1876		0		0	0	0	0	0	0	0	0	2			0	0	35	0	0	0			0	0	0	0	0	0	0	15	0	0		1812	1428	0	1	
2758613	0	0	0	0	0	0	167	109				7	2037	1439		10				0		0	0	0	0	0			5	0	1	3	19	0			50	0	0	0	0	0	195	0				0	0	319	47	
2759629	0	0	0	0	0	0	4	3				0	7	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	7	1	
2760232	0	0	0	0	0	0	132	7				0	11	0		0				0		0	0	0	0	10			0	0	2	113	0	0			0	0	0	0	0	0	0	0				0	0	11	0	
2764212	0	0	0	0	0	0	25	24		0		0	21	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	1	0	0	0	0		0	0	21	0	
2769570	0	0	0	0	0	0	19	0				0	38	33		0							0	0	0	0			0	0	5	0	0	0			0	0	0	0	0	0	0	0				0	1	5	13	
2769954	0	0	0	0	0	0	2	1				0	12	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	12	1	
2771694	0	0	0	0	0	0	418	242				0	7329	5523		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	60	0	0	3				0	0	1746	173	
2774707	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2775151	0	0	0	0	0	0	5	0				0	331	0		331							0	0	0	0			0	0	0	5	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2775179	0	0	0	0	0	0	0	0				0	23	10		0				0		0	0	0	0	0			6	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	7	0	
2775692	0	0	0	0	0	0	13	0				0	69	0		0							0	0	0	0			0	0	13	0	0	0			60	0	0	0	0	0	0	0				0	0	9	0	
2785477	0	0	0	0	0	0	14	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	14				0	0	0	0	
2785646	0	0	0	0	0	0	87	5				17	85	27		45				0		0	0	0	0	2			0	0	53	0	0	0			0	0	0	0	0	0	0	4				5	0	8	6	
2787770	0	0	0	0	0	0	222	197		0		0	84	8		0		0	0	0	0	0	0	0	0	11			0	0	1	4	0	0			0	0	0	0	0	4	0	0	0	0		0	0	76	5	
2788656	0	0	0	0	0	0	2	0				0	7	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	2	1	0	
2791085	0	0	0	0	0	0	12	12				0	15	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	15	0	
2791517	0	0	0	0	0	0	3	0		0		0	3	0		3		0	0	0	0	0	0	0	0	3			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
2793593	0	0	0	0	0	0	0	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
2794732	0	0	0	0	0	0	20	18				0	173	0		0				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	173	0	
2796277	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2797162	0	0	0	0	0	0	67	67		0		0	17	0		17		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
2797210	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2797359	0	0	0	0	0	0	67	2				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	65	0	0				0	0	0	0	
2797724	0	0	0	0	0	0	1432	819		0		0	1932	481		0		0	0	0	0	0	0	2	0	73			0	0	18	8	0	0			264	0	77	6	0	21	0	136	0	0		846	161	264	190	
2800491	0	0	0	0	0	0	33	0				19	13	0		0				0		0	0	0	0	0			0	0	10	0	0	0			0	0	0	4	0	0	0	0				0	0	13	0	
2805535	0	0	0	0	0	0	1	1				0	403	0		17				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	386	0	0	0				0	0	0	0	
2805928	0	0	0	0	0	0	4	2				0	7	5		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	2	
2806635	0	0	0	0	0	0	14	1				0	72	0		0				0		0	0	0	0	2			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	72	11	
2806840	26	0	0	0	0	0	11	0				0	63	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				30	6	7	5	
2806877	0	0	0	0	0	0	99	2		0		0	1691	0		0		0	0	0	0	0	0	0	0	0			0	0	48	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	1691	49	
2807173	0	0	0	0	0	0	0	0				0	1	0		1				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2808602	0	0	225	0	0	0	106	0		0		0	4029	102		0		0	0	0	0	0	0	0	0	0			3293	106	0	0	409	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
2809373	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2811086	0	0	0	0	0	0	1	1				0	6	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	0	0	0	
2815879	0	0	0	0	0	0	0	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
2819167	0	0	0	0	0	0	1352	25				57	6177	1611		102				102		57	0	0	0	0			2491	673	0	0	0	0			0	0	0	0	0	0	0	0				527	275	1446	322	
2819242	0	0	0	0	0	0	6	0				0	52	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				7	0	45	6	
2820604	0	0	721	25	0	0	267	4				0	721	0		0				0		0	0	0	0	0			0	0	217	0	0	0			0	0	0	0	0	5	0	0				0	0	0	16	
2823221	0	0	0	0	0	0	15	6				0	986	88		864				0		0	0	0	0	0			0	0	1	0	7	0			0	0	6	0	0	0	0	0				2	6	19	2	
2826017	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2833882	0	0	0	0	0	0	353	128				0	0	0		0				0		0	0	0	0	2			0	0	0	0	0	0			0	0	0	0	0	1	0	222				0	0	0	0	
2834759	0	0	0	0	0	0	1663	0				0	6764	0		0				0		0	0	0	0	2			0	0	0	0	0	0			0	0	0	0	0	0	0	0				72	0	6692	1661	
2835103	0	28	0	0	0	0	75	1				45	87	52		7				0		45	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				28	1	0	0	
2836306	0	0	0	0	0	0	14	7				0	0	0		0							0	0	0	0			0	0	0	5	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
2838207	0	0	0	0	0	0	637	0				0	5906	0		0				0		0	0	0	2356	0			0	0	0	87	0	0			0	14	0	0	0	0	0	0				0	0	3550	536	
2839790	0	0	0	0	0	0	96	7				1	297	220		0				0		0	0	0	0	0			0	0	73	0	5	0			0	0	0	3	0	0	0	0				65	3	7	9	
2845782	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2847085	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2847142	0	0	0	0	0	0	5	2				0	1263	1263		0				0		0	0	0	0	1			0	0	0	0	0	0			0	0	0	0	0	2	0	0				0	0	0	0	
2849285	0	0	0	0	0	0	20	18				0	626	156		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	1	467	0				0	0	3	1	
2849463	0	0	0	0	0	0	0	0				0	3	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				3	0	0	0	
2849801	0	0	0	0	0	0	198	17		0		0	1474	365		0		0	0	0	0	0	0	0	0	109			0	0	0	9	0	0			0	0	0	0	0	0	1030	0	0	0		0	0	79	63	
2850722	0	0	0	0	0	0	2341	0		0		0	14735	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		14735	2341	0	0	
2850768	0	0	0	0	0	0	8	7		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	1	0	0	0	0	0	0	0	0		0	0	0	0	
2855866	0	0	0	0	0	0	196	2				52	1393	2		114				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1277	142	
2857600	0	0	0	0	0	0	1	1				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2858492	0	0	0	0	0	0	10	0				0	22	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				8	3	14	6	
2858960	0	0	0	0	2301	59	91	32		0		0	2734	417		0		0	0	0	0	0	0	0	10	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	6	0	
2860039	0	0	0	0	0	0	17	17				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2860271	0	0	0	0	0	0	49	49				0	20	20		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2860459	0	0	0	0	0	0	575	0		0		0	2329	0		0		0	0	0	0	0	0	0	0	3			0	0	1	0	2	0			0	0	0	0	0	0	0	0	0	0		598	357	1729	214	
2861317	0	0	0	0	0	0	2	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	2	0	0	
2867337	0	0	0	0	0	0	425	127		0		112	2450	2307		0		0	0	0	0	112	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	143	186	
2869162	0	0	0	0	0	0	70	0				0	1127	1127		0				0		0	0	0	0	0			0	0	70	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2871099	0	0	0	0	0	0	65	5				17	321	0		25				0		0	0	0	0	0			0	6	0	0	0	0			0	0	0	0	0	0	0	0				0	0	296	37	
2871558	0	0	0	0	0	0	1	0				1	20	0		20							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2873598	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2877345	0	0	0	0	0	0	1	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
2877484	0	0	0	0	0	0	33	33				0	105	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	105	0				0	0	0	0	
2877831	0	0	0	0	0	0	3	0				0	39	28		0							0	0	0	3			1	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	10	0	
2877840	0	0	0	0	0	0	420	20				0	133	0		0				0		0	0	0	0	0			0	0	400	0	0	0			0	0	0	0	133	0	0	0				0	0	0	0	
2880019	0	0	0	0	179	7	674	15				0	5973	238		0				0		0	0	0	0	0			0	0	0	56	0	64			0	0	0	0	525	3	0	0				0	0	4967	593	
2881445	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2882983	0	0	0	0	0	0	14	11				0	6	3		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	3	0	0				0	0	3	0	
2887399	0	0	0	0	0	0	3	1				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	2				0	0	0	0	
2889227	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2891622	0	0	0	0	0	0	4	0		0		0	108	0		0		0	0	0	0	0	0	0	0	0			0	0	2	0	69	0			0	0	0	0	0	0	0	0	0	0		0	0	39	2	
2897633	0	0	0	0	0	0	20	0				20	134	0		111							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	23	0	
2901558	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2903123	0	0	0	0	0	0	18	0		0		18	221	214		7		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
2905761	0	0	0	0	0	0	1	1				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2907019	0	0	0	0	0	0	1	1				0	40	0		37				24		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	0	
2907439	0	0	0	0	0	0	37	0		0		0	183	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	183	37	
2912750	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2913702	0	0	0	0	0	0	5	0		0		0	139	114		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		15	0	10	5	
2914268	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2914727	376	0	0	0	0	0	109	47				21	725	190		127				122		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				16	15	16	25	
2915461	0	0	0	0	43	47	186	138				0	278	188		0				0		0	0	0	0	0			0	0	0	0	47	0			0	0	0	0	0	1	0	0				0	0	0	0	
2916534	0	0	0	0	0	0	34	0				0	1651	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1651	34	
2916963	0	0	0	0	0	0	0	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
2917184	0	0	0	0	0	0	1	0				1	1	0		1							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2917317	0	0	640	0	0	0	1410	0		0		0	7117	0		0		0	0	0	0	0	0	0	0	0			0	0	79	0	92	0			0	0	0	0	0	0	0	0	0	0		4912	953	1473	378	
2919898	0	0	0	0	0	0	8	3		0		0	65	45		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		15	3	5	2	
2920287	0	0	0	0	0	0	2	0				0	8	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	8	2	
2920773	0	0	0	0	0	0	290	115				0	381	271		6				0		0	0	0	0	4			0	0	0	7	0	1			0	157	0	0	0	7	103	0				0	0	0	0	
2921211	0	0	0	0	0	0	67	0				0	4	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	67				2	0	2	0	
2921622	0	0	0	0	0	0	19	0				0	30	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				30	17	0	2	
2921659	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2925620	0	0	0	0	0	0	30	7				0	34	29		5				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	8	0	15				0	0	0	0	
2925666	0	0	0	12	2323	182	10524	6567		0		0	49634	28397		48		0	0	0	0	0	1160	197	591	384			1872	29	150	148	71	0			0	0	0	9	8905	142	3081	16	0	0		17	73	4329	2812	
2929392	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2938198	0	0	0	0	0	0	309	281		0		1	13358	7218		2		0	0	0	0	0	0	0	0	5			0	0	0	0	0	0			0	0	1077	0	0	6	5060	16	0	0		0	0	1	0	
2938769	0	0	0	0	0	0	8	3				0	22	0		0							0	0	0	0			0	0	0	0	0	0			0	1	0	0	0	0	0	0				15	0	7	4	
2939001	0	0	0	0	0	0	30	0				0	6	1		0							0	0	0	0			0	0	30	0	0	0			0	0	0	0	0	0	0	0				5	0	0	0	
2939391	0	0	0	0	0	0	8	0				0	16	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				5	1	11	7	
2941068	0	0	0	0	0	0	295	26		0		0	591	266		0		0	0	0	0	0	0	0	0	5			126	1	32	0	0	0			0	0	0	0	30	210	0	0	0	0		51	4	118	17	
2943615	0	0	0	6	0	0	14	3				0	5	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	2	0	2				2	0	3	1	
2947556	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2948058	0	0	0	0	0	0	2	2				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2948423	0	0	0	0	0	0	91	59				0	207	72		10				10		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				62	12	63	20	
2949970	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2953418	0	0	0	0	0	0	206	0		0		0	1075	17		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	1058	206	
2954059	0	0	0	0	0	0	39	10		0		0	2929	1945		446		0	0	0	0	0	0	0	0	0			0	0	26	0	0	0			0	0	0	0	538	3	0	0	0	0		0	0	0	0	
2954497	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2958972	0	0	0	0	0	0	18	7				3	48	0		35				35		3	0	0	0	2			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	13	4	
2960555	0	0	0	0	0	0	3	3				0	13	10		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				3	0	0	0	
2960788	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2963266	0	0	0	0	0	0	6	0		0		5	10	0		10		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	1	0	0	0	0	0	0		0	0	0	0	
2963275	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2963864	0	0	0	0	0	0	22	0				22	16	0		16							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2967796	0	0	0	0	0	0	3	0				0	5	0		0							0	0	0	1			0	0	0	0	0	0			0	0	0	0	0	0	0	0				5	0	0	2	
2970657	0	0	0	0	0	0	187	184		0		0	1701	1692		6		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	3	0	0		0	0	3	0	
2973041	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2973386	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2980209	0	0	0	0	0	0	120000	0		0		0	940000	2000		0		0	0	0	0	0	0	0	0	0			936000	120000	0	0	0	0	210000		0	0	0	0	0	0	0	0	0	0		0	0	2000	0	
2986407	0	0	0	0	0	0	98	15		0		0	1332	972		0		0	0	0	0	0	0	0	0	0			0	0	0	2	0	0			0	0	0	0	0	0	0	0	0	0		246	76	114	5	
2989006	0	0	0	0	0	0	1	0				0	306	0		0				0		0	0	0	0	0			0	0	0	0	276	0			0	0	0	0	0	0	0	0				0	0	30	1	
2992547	0	0	0	0	0	0	13746	2075				10327	70332	5203		56954				56754		10257	0	0	0	0			8175	1344	0	0	0	0	0		0	0	0	0	0	0	0	0				0	0	0	0	
2997216	0	0	0	0	0	0	6	6				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2997748	0	0	0	0	0	0	0	0				0	3938	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3938	0	
2998576	0	0	0	0	0	0	408	395				0	1004	1004		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	13	0	0				0	0	0	0	
3005097	0	0	0	0	0	0	12	0				0	21	0		0				0		0	0	0	0	0			0	0	0	0	0	0			21	0	0	12	0	0	0	0				0	0	0	0	
3010363	0	0	0	0	0	0	7	6				0	0	0		0							0	0	0	0			0	1	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3015939	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3016347	0	0	0	0	0	0	132	126		0		0	5352	5352		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	6	0	0	0	0		0	0	0	0	
3017081	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3019982	0	0	0	0	0	0	63	10				0	1180	174		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	728	0				0	0	278	53	
3020447	0	0	0	0	0	0	66	0				0	0	0		0				0		0	0	0	0	64			0	0	0	0	0	0			0	0	0	0	0	0	0	2				0	0	0	0	
3022610	0	0	0	0	0	0	22	22				0	160	160		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3025929	0	0	0	0	0	0	8	4				0	22	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				9	0	13	4	
